CustomerID,PurchaseDays,TotalQuantity,TotalSpend,pattern_breaker,customer_type
13803.0,1,121,277.07,0,Normal Customer
13804.0,7,1498,2635.79,0,Normal Customer
13805.0,2,1900,924.6,0,Normal Customer
13806.0,1,56,256.38,0,Normal Customer
13807.0,1,36,112.6,0,Normal Customer
13808.0,5,782,1747.66,0,Normal Customer
13809.0,1,29,155.05,0,Normal Customer
13810.0,4,311,899.51,0,Normal Customer
13811.0,4,67,591.75,0,Normal Customer
13812.0,3,333,539.0,0,Normal Customer
13813.0,5,550,1353.41,0,Normal Customer
13814.0,3,862,1562.12,0,Normal Customer
13815.0,5,2557,4014.91,0,Normal Customer
13816.0,4,260,555.04,0,Normal Customer
13817.0,2,211,382.98,0,Normal Customer
13819.0,3,1109,1140.35,0,Normal Customer
13821.0,2,153,385.64,0,Normal Customer
13822.0,2,611,632.0,0,Normal Customer
13823.0,2,439,957.66,0,Normal Customer
13824.0,5,768,1698.94,0,Normal Customer
13826.0,2,80,174.65,0,Normal Customer
13827.0,3,141,412.05,0,Normal Customer
13828.0,1,311,209.49,0,Normal Customer
13829.0,1,-12,-102.0,0,Normal Customer
13831.0,6,745,2202.99,0,Normal Customer
13832.0,2,25,40.949999999999996,0,Normal Customer
13833.0,1,118,384.8,0,Normal Customer
13835.0,4,442,834.57,0,Normal Customer
13837.0,2,183,271.24,0,Normal Customer
13838.0,4,263,691.73,0,Normal Customer
13841.0,1,100,85.0,0,Normal Customer
13842.0,9,1768,3385.62,0,Normal Customer
13844.0,1,196,361.62,0,Normal Customer
13845.0,1,182,312.98,0,Normal Customer
13846.0,4,383,847.61,0,Normal Customer
13848.0,3,3700,1255.0,0,Normal Customer
13849.0,2,1016,1537.95,0,Normal Customer
13850.0,2,941,1586.81,0,Normal Customer
13851.0,3,1705,2651.46,0,Normal Customer
13853.0,2,304,1056.94,0,Normal Customer
13854.0,29,2278,8025.0199999999995,0,Normal Customer
13856.0,5,484,363.4,0,Normal Customer
13858.0,1,75,216.17,0,Normal Customer
13859.0,1,129,201.16,0,Normal Customer
13860.0,5,589,1240.0,0,Normal Customer
13862.0,10,1682,2187.31,0,Normal Customer
13863.0,2,219,299.56,0,Normal Customer
13865.0,4,204,501.56,0,Normal Customer
13866.0,1,57,145.67000000000002,0,Normal Customer
13867.0,3,513,1015.29,0,Normal Customer
13868.0,2,1964,3192.54,0,Normal Customer
13869.0,4,1721,3104.95,0,Normal Customer
13870.0,10,1320,2751.25,0,Normal Customer
13871.0,13,2801,6389.8,0,Normal Customer
13873.0,4,138,381.7,0,Normal Customer
13874.0,1,180,540.45,0,Normal Customer
13875.0,5,1316,1786.79,0,Normal Customer
13876.0,1,36,122.7,0,Normal Customer
13877.0,1,108,117.24,0,Normal Customer
13878.0,1,475,1281.53,0,Normal Customer
13880.0,13,1842,3219.77,0,Normal Customer
13881.0,22,10062,16989.52,0,Normal Customer
13882.0,6,950,1131.28,0,Normal Customer
13883.0,9,1368,2538.75,0,Normal Customer
13884.0,6,297,781.3000000000001,0,Normal Customer
13885.0,2,182,506.8,0,Normal Customer
13886.0,1,126,243.56,0,Normal Customer
13887.0,1,147,349.55,0,Normal Customer
13888.0,2,258,605.63,0,Normal Customer
13889.0,1,146,416.90000000000003,0,Normal Customer
13890.0,14,826,1860.8600000000001,0,Normal Customer
13892.0,4,983,632.97,0,Normal Customer
13893.0,1,190,821.1,0,Normal Customer
13894.0,5,339,535.97,0,Normal Customer
13895.0,5,1364,2588.12,0,Normal Customer
13897.0,1,200,311.16,0,Normal Customer
13898.0,1,133,155.93,0,Normal Customer
13899.0,2,156,388.52,0,Normal Customer
13900.0,3,430,740.95,0,Normal Customer
13901.0,5,1739,2867.2,0,Normal Customer
13904.0,2,332,332.64,0,Normal Customer
13908.0,5,1470,2347.05,0,Normal Customer
13911.0,9,2731,2580.91,0,Normal Customer
13914.0,3,379,613.95,0,Normal Customer
13917.0,2,228,272.04,0,Normal Customer
13918.0,2,1140,1212.8400000000001,0,Normal Customer
13919.0,3,437,350.15999999999997,0,Normal Customer
13922.0,1,93,172.25,0,Normal Customer
13923.0,1,185,351.13,0,Normal Customer
13924.0,11,1532,1682.08,0,Normal Customer
13925.0,5,327,616.65,0,Normal Customer
13926.0,1,104,223.85000000000002,0,Normal Customer
13927.0,1,214,348.99,0,Normal Customer
13928.0,4,129,464.57,0,Normal Customer
13929.0,3,139,802.85,0,Normal Customer
13930.0,2,274,337.34,0,Normal Customer
13931.0,3,721,1230.93,0,Normal Customer
13932.0,1,72,307.4,0,Normal Customer
13933.0,2,205,608.7900000000001,0,Normal Customer
13934.0,1,390,922.1,0,Normal Customer
13936.0,2,324,361.28,0,Normal Customer
13937.0,1,123,158.85,0,Normal Customer
13938.0,1,70,71.66,0,Normal Customer
13939.0,4,843,556.75,0,Normal Customer
13940.0,4,516,839.14,0,Normal Customer
13941.0,7,2307,4912.41,0,Normal Customer
13946.0,3,443,561.5699999999999,0,Normal Customer
13947.0,1,44,90.6,0,Normal Customer
13948.0,1,40,102.0,0,Normal Customer
13949.0,6,2474,2427.32,0,Normal Customer
13950.0,5,321,728.56,0,Normal Customer
13951.0,3,459,674.45,0,Normal Customer
13952.0,3,1425,3246.091,0,Normal Customer
13953.0,7,2724,3515.68,0,Normal Customer
13954.0,3,141,378.59,0,Normal Customer
13955.0,2,154,322.96,0,Normal Customer
13956.0,5,491,1026.42,0,Normal Customer
13958.0,1,-23,-102.45,0,Normal Customer
13959.0,3,357,598.2,0,Normal Customer
13960.0,2,142,230.22,0,Normal Customer
13962.0,2,87,169.55,0,Normal Customer
13963.0,4,460,664.54,0,Normal Customer
13967.0,1,42,80.7,0,Normal Customer
13969.0,20,4483,8986.69,0,Normal Customer
13971.0,11,1818,2702.2200000000003,0,Normal Customer
13972.0,2,187,190.25,0,Normal Customer
13973.0,1,109,264.7,0,Normal Customer
13974.0,1,249,413.59000000000003,0,Normal Customer
13975.0,7,1725,2503.23,0,Normal Customer
13976.0,1,154,357.98,0,Normal Customer
13978.0,2,315,196.79000000000002,0,Normal Customer
13979.0,1,639,869.87,0,Normal Customer
13980.0,1,172,200.14,0,Normal Customer
13982.0,5,1132,1861.11,0,Normal Customer
13983.0,13,1170,2590.46,0,Normal Customer
13984.0,6,271,488.03,0,Normal Customer
13985.0,16,3439,7024.53,0,Normal Customer
13986.0,1,430,320.46,0,Normal Customer
13988.0,9,3025,4098.8,0,Normal Customer
13989.0,2,1313,1266.08,0,Normal Customer
13990.0,1,190,311.3,0,Normal Customer
13991.0,7,996,850.63,0,Normal Customer
13992.0,1,64,76.8,0,Normal Customer
13993.0,12,892,3409.66,0,Normal Customer
13994.0,6,940,2313.14,0,Normal Customer
13995.0,6,867,1383.49,0,Normal Customer
13999.0,15,2231,3865.26,0,Normal Customer
14000.0,2,707,633.71,0,Normal Customer
14001.0,4,959,2030.3300000000002,0,Normal Customer
14002.0,2,877,529.73,0,Normal Customer
14004.0,7,2668,4582.64,0,Normal Customer
14005.0,5,2478,2874.72,0,Normal Customer
14006.0,3,641,962.19,0,Normal Customer
14009.0,3,361,685.9300000000001,0,Normal Customer
14012.0,1,160,328.8,0,Normal Customer
14013.0,3,462,473.02,0,Normal Customer
14014.0,1,1076,505.18,0,Normal Customer
14015.0,1,378,917.34,0,Normal Customer
14016.0,5,2124,4328.46,0,Normal Customer
14019.0,4,1034,1398.96,0,Normal Customer
14020.0,2,441,642.8,0,Normal Customer
14021.0,3,192,631.9,0,Normal Customer
14022.0,1,487,440.0,0,Normal Customer
14023.0,2,345,584.07,0,Normal Customer
14024.0,2,150,327.7,0,Normal Customer
14027.0,1,62,104.82,0,Normal Customer
14029.0,2,198,467.66,0,Normal Customer
14030.0,8,1479,2360.09,0,Normal Customer
14031.0,23,5370,14634.640000000001,0,Normal Customer
14032.0,18,2008,2929.84,0,Normal Customer
14034.0,4,315,512.02,0,Normal Customer
14035.0,5,739,1428.02,0,Normal Customer
14036.0,1,268,626.65,0,Normal Customer
14037.0,2,46,147.20000000000002,0,Normal Customer
14038.0,4,963,1554.48,0,Normal Customer
14039.0,1,92,152.2,0,Normal Customer
14040.0,15,1524,3542.19,0,Normal Customer
14041.0,1,94,141.41,0,Normal Customer
14044.0,4,308,652.82,0,Normal Customer
14045.0,4,535,1659.75,0,Normal Customer
14046.0,1,460,154.99,0,Normal Customer
14047.0,7,377,1290.01,0,Normal Customer
14048.0,2,274,375.13,0,Normal Customer
14049.0,6,3846,5639.15,0,Normal Customer
14050.0,2,689,746.36,0,Normal Customer
14051.0,26,3741,15477.34,0,Normal Customer
14052.0,1,89,225.36,0,Normal Customer
14053.0,2,215,260.25,0,Normal Customer
14054.0,1,62,92.46,0,Normal Customer
14055.0,1,216,725.6400000000001,0,Normal Customer
14056.0,29,4232,8124.4,0,Normal Customer
14057.0,18,4708,6147.4,0,Normal Customer
14059.0,1,128,183.6,0,Normal Customer
14060.0,20,5374,6135.38,0,Normal Customer
14062.0,12,5593,10464.85,0,Normal Customer
14064.0,7,1350,1188.32,0,Normal Customer
14066.0,1,45,152.55,0,Normal Customer
14067.0,2,361,374.7,0,Normal Customer
14068.0,1,73,265.85,0,Normal Customer
14071.0,9,900,1307.41,0,Normal Customer
14073.0,2,128,139.54,0,Normal Customer
14075.0,3,754,942.26,0,Normal Customer
14076.0,1,81,122.47,0,Normal Customer
14077.0,5,268,499.41999999999996,0,Normal Customer
14078.0,6,310,1049.37,0,Normal Customer
14079.0,1,301,375.1,0,Normal Customer
14080.0,1,48,45.599999999999994,0,Normal Customer
14081.0,4,593,904.67,0,Normal Customer
14082.0,1,110,182.25,0,Normal Customer
14083.0,9,732,1018.43,0,Normal Customer
14085.0,18,3183,4435.79,0,Normal Customer
14087.0,2,250,181.67,0,Normal Customer
14088.0,14,12593,50415.49,1,Pattern Breaker
14089.0,1,134,161.0,0,Normal Customer
14090.0,1,72,76.32000000000001,0,Normal Customer
14092.0,17,2061,4063.1,0,Normal Customer
14093.0,1,406,442.85,0,Normal Customer
14096.0,18,16335,57120.909999999996,1,Pattern Breaker
14098.0,1,104,147.35,0,Normal Customer
14099.0,12,2177,3092.9700000000003,0,Normal Customer
14100.0,1,64,194.9,0,Normal Customer
14101.0,6,6942,5976.79,0,Normal Customer
14102.0,8,938,1314.73,0,Normal Customer
14104.0,2,72,216.20999999999998,0,Normal Customer
14105.0,2,798,1260.33,0,Normal Customer
14107.0,8,1788,2688.48,0,Normal Customer
14108.0,3,380,594.16,0,Normal Customer
14109.0,2,56,80.2,0,Normal Customer
14110.0,13,2455,5669.65,0,Normal Customer
14111.0,5,457,688.6,0,Normal Customer
14112.0,12,1608,2774.17,0,Normal Customer
14113.0,8,635,1377.92,0,Normal Customer
14114.0,2,101,386.53,0,Normal Customer
14116.0,5,707,1382.74,0,Normal Customer
14117.0,1,72,90.0,0,Normal Customer
14119.0,1,-2,-19.9,0,Normal Customer
14121.0,6,2078,2740.3,0,Normal Customer
14124.0,1,1618,419.58000000000004,0,Normal Customer
14125.0,3,1640,2740.43,0,Normal Customer
14126.0,3,458,643.6300000000001,0,Normal Customer
14127.0,3,321,709.71,0,Normal Customer
14128.0,2,564,637.5,0,Normal Customer
14129.0,4,592,1123.8600000000001,0,Normal Customer
14130.0,1,258,483.86,0,Normal Customer
14132.0,12,3366,3580.13,0,Normal Customer
14133.0,5,342,590.3399999999999,0,Normal Customer
14135.0,15,3850,4690.31,0,Normal Customer
14138.0,2,610,982.3800000000001,0,Normal Customer
14139.0,1,510,415.82,0,Normal Customer
14140.0,3,809,920.05,0,Normal Customer
14141.0,6,337,879.0300000000001,0,Normal Customer
14142.0,1,313,311.81,0,Normal Customer
14143.0,1,30,115.8,0,Normal Customer
14145.0,5,636,3148.2,0,Normal Customer
14146.0,6,1886,2949.57,0,Normal Customer
14147.0,3,96,468.4,0,Normal Customer
14148.0,1,16,157.2,0,Normal Customer
14149.0,3,129,259.43,0,Normal Customer
14150.0,2,496,658.64,0,Normal Customer
14152.0,3,699,611.09,0,Normal Customer
14154.0,2,465,1345.62,0,Normal Customer
14155.0,1,25,118.75,0,Normal Customer
14156.0,65,57025,113384.14,1,Pattern Breaker
14157.0,3,273,400.43,0,Normal Customer
14158.0,1,781,507.66,0,Normal Customer
14159.0,14,4395,4678.3,0,Normal Customer
14161.0,3,455,1110.52,0,Normal Customer
14162.0,2,142,289.36,0,Normal Customer
14163.0,4,893,2445.91,0,Normal Customer
14164.0,2,1033,1631.77,0,Normal Customer
14165.0,1,54,122.53999999999999,0,Normal Customer
14167.0,4,150,574.84,0,Normal Customer
14171.0,1,167,363.79,0,Normal Customer
14173.0,4,150,450.84,0,Normal Customer
14174.0,1,94,134.46,0,Normal Customer
14175.0,7,1461,3108.06,0,Normal Customer
14176.0,5,207,574.0,0,Normal Customer
14177.0,5,204,554.46,0,Normal Customer
14178.0,7,1505,1620.93,0,Normal Customer
14179.0,2,330,719.78,0,Normal Customer
14180.0,31,710,4640.77,0,Normal Customer
14184.0,1,127,452.89,0,Normal Customer
14185.0,1,6,197.65,0,Normal Customer
14188.0,10,1145,2018.91,0,Normal Customer
14189.0,24,3919,4604.31,0,Normal Customer
14191.0,14,3657,4660.01,0,Normal Customer
14193.0,2,445,853.39,0,Normal Customer
14194.0,31,5783,11216.75,0,Normal Customer
14195.0,3,702,962.7,0,Normal Customer
14196.0,1,142,335.52,0,Normal Customer
14198.0,7,280,663.5,0,Normal Customer
14199.0,1,28,185.39999999999998,0,Normal Customer
14201.0,9,578,688.04,0,Normal Customer
14204.0,1,82,161.03,0,Normal Customer
14205.0,4,99,218.78,0,Normal Customer
14206.0,2,274,308.26,0,Normal Customer
14208.0,1,114,151.74,0,Normal Customer
14209.0,7,688,2067.13,0,Normal Customer
14210.0,7,759,1900.89,0,Normal Customer
14211.0,13,1232,2208.3,0,Normal Customer
14212.0,1,1152,1070.48,0,Normal Customer
14213.0,1,-244,-1192.2,0,Normal Customer
14214.0,7,748,1000.23,0,Normal Customer
14215.0,7,1354,1777.92,0,Normal Customer
14216.0,4,594,1839.3,0,Normal Customer
14217.0,24,677,1925.3600000000001,0,Normal Customer
14218.0,1,160,169.48000000000002,0,Normal Customer
14219.0,1,78,89.94,0,Normal Customer
14220.0,2,272,632.4,0,Normal Customer
14221.0,10,2190,3427.85,0,Normal Customer
14222.0,1,607,683.17,0,Normal Customer
14223.0,4,583,975.23,0,Normal Customer
14224.0,4,514,1050.12,0,Normal Customer
14226.0,7,1301,2201.64,0,Normal Customer
14227.0,13,1811,3315.71,0,Normal Customer
14229.0,6,590,1450.6,0,Normal Customer
14231.0,5,402,822.0600000000001,0,Normal Customer
14232.0,8,1937,2043.93,0,Normal Customer
14233.0,5,671,1447.51,0,Normal Customer
14234.0,4,963,775.46,0,Normal Customer
14235.0,6,1947,3093.86,0,Normal Customer
14236.0,2,310,490.86,0,Normal Customer
14237.0,1,38,161.0,0,Normal Customer
14238.0,1,111,146.85,0,Normal Customer
14239.0,14,986,2323.5,0,Normal Customer
14240.0,2,418,890.34,0,Normal Customer
14241.0,1,146,213.70000000000002,0,Normal Customer
14242.0,2,123,280.55,0,Normal Customer
14243.0,14,1204,2535.88,0,Normal Customer
14245.0,5,971,1677.48,0,Normal Customer
14246.0,3,804,1474.06,0,Normal Customer
14247.0,1,47,136.76999999999998,0,Normal Customer
14248.0,1,102,302.58,0,Normal Customer
14250.0,3,1200,1904.05,0,Normal Customer
14251.0,5,1674,2879.7000000000003,0,Normal Customer
14256.0,3,410,935.0600000000001,0,Normal Customer
14257.0,6,1677,3087.27,0,Normal Customer
14258.0,10,7098,12650.08,0,Normal Customer
14259.0,1,68,120.0,0,Normal Customer
14261.0,2,406,1163.45,0,Normal Customer
14262.0,8,1645,2618.23,0,Normal Customer
14264.0,3,66,319.47,0,Normal Customer
14265.0,2,330,530.18,0,Normal Customer
14267.0,7,461,1279.09,0,Normal Customer
14270.0,1,197,492.65000000000003,0,Normal Customer
14271.0,1,88,112.32,0,Normal Customer
14272.0,2,599,437.96,0,Normal Customer
14273.0,4,264,559.97,0,Normal Customer
14276.0,5,723,1019.39,0,Normal Customer
14277.0,4,1624,3957.0,0,Normal Customer
14280.0,1,52,134.04,0,Normal Customer
14282.0,15,2668,3729.34,0,Normal Customer
14284.0,3,157,578.45,0,Normal Customer
14285.0,4,541,1910.01,0,Normal Customer
14286.0,5,4306,4595.81,0,Normal Customer
14287.0,4,236,151.23000000000002,0,Normal Customer
14288.0,2,187,413.85,0,Normal Customer
14289.0,6,292,911.26,0,Normal Customer
14290.0,6,913,2307.4500000000003,0,Normal Customer
14291.0,11,2748,3873.3,0,Normal Customer
14292.0,14,1643,4819.33,0,Normal Customer
14293.0,4,709,1046.56,0,Normal Customer
14295.0,2,82,154.70000000000002,0,Normal Customer
14297.0,5,861,1284.06,0,Normal Customer
14298.0,45,58021,50862.44,1,Pattern Breaker
14299.0,18,2013,2855.35,0,Normal Customer
14300.0,1,32,43.2,0,Normal Customer
14301.0,2,600,632.04,0,Normal Customer
14304.0,2,54,197.1,0,Normal Customer
14305.0,5,1069,1803.76,0,Normal Customer
14306.0,3,1073,2083.42,0,Normal Customer
14307.0,6,2058,2995.72,0,Normal Customer
14309.0,10,1619,2319.68,0,Normal Customer
14311.0,2,125,229.71,0,Normal Customer
14312.0,6,1012,1611.59,0,Normal Customer
14314.0,1,296,120.0,0,Normal Customer
14315.0,7,1010,2456.98,0,Normal Customer
14317.0,1,255,508.58000000000004,0,Normal Customer
14320.0,3,239,343.11,0,Normal Customer
14321.0,5,2406,1530.75,0,Normal Customer
14323.0,4,340,574.26,0,Normal Customer
14326.0,2,99,166.85,0,Normal Customer
14327.0,1,139,311.65,0,Normal Customer
14329.0,14,3075,4928.74,0,Normal Customer
14331.0,2,252,462.65999999999997,0,Normal Customer
14332.0,3,481,866.31,0,Normal Customer
14333.0,2,52,351.45,0,Normal Customer
14334.0,9,1730,2539.46,0,Normal Customer
14335.0,2,379,468.26,0,Normal Customer
14336.0,4,1759,1614.91,0,Normal Customer
14338.0,4,329,554.22,0,Normal Customer
14339.0,4,150,289.90999999999997,0,Normal Customer
14340.0,1,58,134.7,0,Normal Customer
14341.0,8,1401,2166.38,0,Normal Customer
14342.0,6,337,607.71,0,Normal Customer
14344.0,8,477,889.9300000000001,0,Normal Customer
14345.0,1,50,108.97999999999999,0,Normal Customer
14346.0,2,605,1021.58,0,Normal Customer
14348.0,1,183,409.57,0,Normal Customer
14349.0,1,86,133.5,0,Normal Customer
14350.0,2,166,258.7,0,Normal Customer
14351.0,1,12,51.0,0,Normal Customer
14352.0,4,538,1078.96,0,Normal Customer
14353.0,1,64,90.6,0,Normal Customer
14354.0,2,210,163.62,0,Normal Customer
14355.0,1,92,174.4,0,Normal Customer
14356.0,4,266,666.9399999999999,0,Normal Customer
14357.0,1,148,225.77,0,Normal Customer
14359.0,6,363,882.58,0,Normal Customer
14360.0,4,1151,2128.23,0,Normal Customer
14362.0,1,100,161.2,0,Normal Customer
14364.0,8,1967,3717.35,0,Normal Customer
14367.0,19,4410,9167.82,0,Normal Customer
14368.0,1,36,155.0,0,Normal Customer
14371.0,1,34,100.5,0,Normal Customer
14373.0,1,17,76.55,0,Normal Customer
14375.0,1,194,257.68,0,Normal Customer
14377.0,2,219,617.05,0,Normal Customer
14379.0,2,292,348.1,0,Normal Customer
14381.0,1,146,202.68,0,Normal Customer
14382.0,1,1237,626.0699999999999,0,Normal Customer
14383.0,3,817,1247.69,0,Normal Customer
14385.0,3,159,202.11,0,Normal Customer
14386.0,1,54,142.4,0,Normal Customer
14387.0,3,819,1770.56,0,Normal Customer
14388.0,10,1933,3172.04,0,Normal Customer
14389.0,5,702,999.72,0,Normal Customer
14390.0,13,2125,4592.47,0,Normal Customer
14393.0,1,13,67.95,0,Normal Customer
14395.0,12,1689,3471.91,0,Normal Customer
14396.0,2,225,487.99,0,Normal Customer
14397.0,23,1852,2556.68,0,Normal Customer
14400.0,2,450,559.7,0,Normal Customer
14401.0,14,4505,4039.98,0,Normal Customer
14403.0,5,513,1426.31,0,Normal Customer
14404.0,7,831,1434.72,0,Normal Customer
14406.0,1,77,156.75,0,Normal Customer
14407.0,9,1412,2111.08,0,Normal Customer
14408.0,7,1616,2606.53,0,Normal Customer
14409.0,7,1158,1908.25,0,Normal Customer
14410.0,15,293,576.3,0,Normal Customer
14411.0,1,196,1063.0,0,Normal Customer
14412.0,3,784,761.3299999999999,0,Normal Customer
14413.0,1,68,122.7,0,Normal Customer
14414.0,8,2509,1485.1299999999999,0,Normal Customer
14415.0,18,2973,5811.56,0,Normal Customer
14416.0,2,326,490.22,0,Normal Customer
14418.0,3,1711,1937.25,0,Normal Customer
14419.0,6,487,1058.06,0,Normal Customer
14420.0,2,333,385.87,0,Normal Customer
14421.0,2,365,813.11,0,Normal Customer
14422.0,6,2906,4263.64,0,Normal Customer
14423.0,1,120,265.2,0,Normal Customer
14424.0,1,48,322.08,0,Normal Customer
14426.0,16,2339,3918.9,0,Normal Customer
14427.0,2,228,363.34000000000003,0,Normal Customer
14428.0,7,428,1230.14,0,Normal Customer
14431.0,2,122,397.76,0,Normal Customer
14432.0,6,2070,2255.51,0,Normal Customer
14434.0,6,368,1372.8,0,Normal Customer
14436.0,1,129,89.06,0,Normal Customer
14437.0,2,59,-43.400000000000006,0,Normal Customer
14438.0,1,82,131.9,0,Normal Customer
14439.0,1,526,2661.24,0,Normal Customer
14440.0,5,588,2357.6800000000003,0,Normal Customer
14441.0,10,430,1545.14,0,Normal Customer
14442.0,5,475,1544.62,0,Normal Customer
14443.0,7,931,1400.88,0,Normal Customer
14446.0,4,933,1039.58,0,Normal Customer
14447.0,5,571,1163.23,0,Normal Customer
14448.0,2,104,375.35,0,Normal Customer
14449.0,4,757,907.1,0,Normal Customer
14450.0,3,241,483.25,0,Normal Customer
14451.0,2,389,662.59,0,Normal Customer
14452.0,2,119,264.44,0,Normal Customer
14453.0,1,49,119.93,0,Normal Customer
14456.0,14,2901,3047.63,0,Normal Customer
14457.0,1,88,113.64,0,Normal Customer
14459.0,1,760,1837.92,0,Normal Customer
14460.0,4,869,383.34,0,Normal Customer
14461.0,3,766,2103.06,0,Normal Customer
14462.0,14,932,1965.9,0,Normal Customer
14463.0,3,179,529.62,0,Normal Customer
14465.0,3,405,1058.6200000000001,0,Normal Customer
14466.0,7,1006,2272.4,0,Normal Customer
14467.0,4,278,598.76,0,Normal Customer
14470.0,2,193,461.19,0,Normal Customer
14472.0,8,1160,1936.84,0,Normal Customer
14473.0,2,88,234.34000000000003,0,Normal Customer
14474.0,2,139,537.71,0,Normal Customer
14475.0,6,428,799.82,0,Normal Customer
14476.0,1,132,215.7,0,Normal Customer
14477.0,5,719,1307.81,0,Normal Customer
14479.0,2,117,316.25,0,Normal Customer
14480.0,1,143,279.05,0,Normal Customer
14481.0,2,489,636.51,0,Normal Customer
14482.0,6,1646,2068.15,0,Normal Customer
14483.0,2,95,129.2,0,Normal Customer
14484.0,1,210,321.92,0,Normal Customer
14485.0,1,71,165.75,0,Normal Customer
14487.0,7,734,1183.58,0,Normal Customer
14488.0,2,793,1047.43,0,Normal Customer
14489.0,1,299,463.38,0,Normal Customer
14491.0,2,139,340.93,0,Normal Customer
14493.0,7,1279,2362.84,0,Normal Customer
14494.0,1,92,139.56,0,Normal Customer
14495.0,2,62,123.8,0,Normal Customer
14496.0,2,159,538.8100000000001,0,Normal Customer
14497.0,2,233,457.47,0,Normal Customer
14498.0,5,1098,1957.32,0,Normal Customer
14499.0,3,501,815.32,0,Normal Customer
14500.0,3,117,356.85,0,Normal Customer
14501.0,3,119,190.31,0,Normal Customer
14502.0,14,1483,2351.02,0,Normal Customer
14503.0,6,2004,3543.26,0,Normal Customer
14504.0,4,308,673.26,0,Normal Customer
14505.0,11,2743,5818.7,0,Normal Customer
14506.0,5,730,2012.17,0,Normal Customer
14507.0,7,588,1368.18,0,Normal Customer
14508.0,2,131,276.42,0,Normal Customer
14511.0,6,772,1267.4099999999999,0,Normal Customer
14512.0,2,122,275.28,0,Normal Customer
14513.0,4,355,438.49,0,Normal Customer
14514.0,4,589,1055.35,0,Normal Customer
14515.0,6,1134,2102.09,0,Normal Customer
14517.0,2,91,330.45,0,Normal Customer
14518.0,1,278,174.37,0,Normal Customer
14520.0,2,146,270.6,0,Normal Customer
14522.0,4,525,974.54,0,Normal Customer
14523.0,1,251,241.09,0,Normal Customer
14524.0,9,676,1867.68,0,Normal Customer
14525.0,13,2662,4221.37,0,Normal Customer
14527.0,85,2049,7711.38,0,Normal Customer
14528.0,1,278,364.21999999999997,0,Normal Customer
14529.0,3,348,620.04,0,Normal Customer
14530.0,6,1410,2925.91,0,Normal Customer
14532.0,4,284,932.85,0,Normal Customer
14533.0,9,2777,1812.6200000000001,0,Normal Customer
14534.0,25,1925,4075.35,0,Normal Customer
14535.0,4,1825,2841.09,0,Normal Customer
14536.0,1,40,171.8,0,Normal Customer
14537.0,1,120,355.56,0,Normal Customer
14538.0,2,155,388.25,0,Normal Customer
14539.0,2,428,537.48,0,Normal Customer
14540.0,3,421,996.26,0,Normal Customer
14541.0,8,647,1461.65,0,Normal Customer
14542.0,1,19,103.25,0,Normal Customer
14543.0,21,600,2916.17,0,Normal Customer
14544.0,2,1543,2024.45,0,Normal Customer
14546.0,9,1287,2487.02,0,Normal Customer
14547.0,9,2658,3986.7400000000002,0,Normal Customer
14548.0,2,256,652.8,0,Normal Customer
14549.0,1,136,289.24,0,Normal Customer
14550.0,2,394,765.62,0,Normal Customer
14551.0,2,106,186.23,0,Normal Customer
14552.0,1,91,165.07,0,Normal Customer
14553.0,5,493,859.27,0,Normal Customer
14554.0,4,1478,2381.04,0,Normal Customer
14555.0,2,130,324.14,0,Normal Customer
14557.0,2,0,0.0,0,Normal Customer
14560.0,24,1223,2174.18,0,Normal Customer
14561.0,3,1014,1080.76,0,Normal Customer
14562.0,22,1670,4709.22,0,Normal Customer
14565.0,6,1532,3073.77,0,Normal Customer
14566.0,1,800,1432.0,0,Normal Customer
14567.0,3,410,1524.46,0,Normal Customer
14569.0,1,79,227.39,0,Normal Customer
14570.0,2,95,218.06,0,Normal Customer
14572.0,10,1425,2803.69,0,Normal Customer
14573.0,12,538,1603.72,0,Normal Customer
14576.0,1,12,35.400000000000006,0,Normal Customer
14577.0,4,353,859.71,0,Normal Customer
14578.0,1,240,168.63,0,Normal Customer
14581.0,1,217,138.6,0,Normal Customer
14582.0,1,73,114.11,0,Normal Customer
14583.0,5,792,1052.55,0,Normal Customer
14584.0,5,379,1029.26,0,Normal Customer
14585.0,1,91,157.05,0,Normal Customer
14586.0,3,236,134.16,0,Normal Customer
14587.0,10,759,1598.24,0,Normal Customer
14589.0,1,5,39.75,0,Normal Customer
14591.0,4,1297,1447.14,0,Normal Customer
14592.0,3,415,570.46,0,Normal Customer
14593.0,3,332,617.99,0,Normal Customer
14594.0,2,185,379.83,0,Normal Customer
14595.0,6,978,1740.6,0,Normal Customer
14597.0,2,577,883.15,0,Normal Customer
14598.0,1,189,221.97,0,Normal Customer
14600.0,1,125,393.33000000000004,0,Normal Customer
14601.0,1,168,213.96,0,Normal Customer
14603.0,1,400,660.0,0,Normal Customer
14606.0,129,5978,11713.85,0,Normal Customer
14607.0,17,7998,11341.1,0,Normal Customer
14608.0,4,437,1785.15,0,Normal Customer
14609.0,4,7026,601.56,0,Normal Customer
14616.0,3,104,406.08000000000004,0,Normal Customer
14618.0,4,261,538.59,0,Normal Customer
14619.0,2,145,379.51,0,Normal Customer
14620.0,3,188,393.28000000000003,0,Normal Customer
14621.0,6,987,1765.76,0,Normal Customer
14622.0,1,146,320.58000000000004,0,Normal Customer
14623.0,6,417,869.35,0,Normal Customer
14624.0,2,162,225.85,0,Normal Customer
